DATE,MAIN,VOO,QQQ
2025-06-24,2391.4,1852.52,1899.83
2025-06-25,2419.86,1853.44,1904.67
2025-06-26,2410.08,1868.01,1922.41
2025-06-27,2413.19,1877.22,1928.96
2025-06-28,2419.11,1877.22,1928.96
2025-06-29,2444.2,1877.22,1928.96
2025-06-30,2440.27,1917.11,1966.18
2025-07-01,2406.06,1916.24,1949.67
2025-07-02,2480.15,1924.67,1963.19
2025-07-03,2498.55,1941.14,1982.44
2025-07-04,2460.03,1941.14,1982.44
2025-07-05,2464.77,1941.14,1982.44
2025-07-06,2489.1,1941.14,1982.44
2025-07-07,2467.28,1925.73,1967.56
2025-07-08,2508.1,1949.54,1993.74
2025-07-09,2564.94,1960.99,2007.8
2025-07-10,2674.26,1966.68,2004.93
2025-07-11,2709.96,1959.67,2000.43
2025-07-12,2707.21,1959.67,2000.43
2025-07-13,2745.53,1959.67,2000.43
2025-07-14,2787.34,1988.98,2033.15
2025-07-15,2741.85,1980.44,2035.01
2025-07-16,2768.56,1986.89,2037.08
2025-07-17,2783.12,1998.69,2053.51
2025-07-18,2758.24,1997.8,2051.54
2025-07-19,2758.32,1997.8,2051.54
2025-07-20,2751.67,1997.8,2051.54
2025-07-21,2779.27,2026.45,2087.26
2025-07-22,2837.4,2026.45,2076.49
2025-07-23,2801.9,2043.51,2085.93
2025-07-24,2792.03,2044.9,2090.35
2025-07-25,2776.42,2052.96,2095.37
2025-07-26,2783.43,2052.96,2095.37
2025-07-27,2820.12,2052.96,2095.37
2025-07-28,2805.7,2077.46,2126.88
2025-07-29,2805.45,2072.11,2123.6
2025-07-30,2802.82,2069.62,2126.43
2025-07-31,2751.57,2061.91,2115.21
2025-08-01,2690.7,2028.26,2073.69
2025-08-02,2669.01,2028.26,2073.69
2025-08-03,2710.93,2028.26,2073.69
2025-08-04,2761.63,2084.32,2137.31
2025-08-05,2736.28,2074.38,2122.85
2025-08-06,2759.03,2089.66,2149.47
2025-08-07,2823.2,2088.41,2156.71
2025-08-08,2807.6,2104.26,2176.76
2025-08-09,2809.29,2104.26,2176.76
2025-08-10,2872.78,2104.26,2176.76
2025-08-11,2884.04,2127.82,2198.18
2025-08-12,2926.1,2150.34,2225.71
2025-08-13,3004.68,2157.77,2226.82
2025-08-14,2880.72,2157.81,2225.1
2025-08-15,2857.5,2153.19,2215.35
2025-08-16,2859.98,2153.19,2215.35
2025-08-17,2860.5,2153.19,2215.35
2025-08-18,2852.36,2177.55,2239.59
2025-08-19,2764.63,2165.76,2209.31
2025-08-20,2900.18,2209.61,2245.74
2025-08-21,2850.69,2200.98,2235.38
2025-08-22,2986.2,2234.37,2269.75
2025-08-23,2947.87,2234.37,2269.75
2025-08-24,2902.44,2234.37,2269.75
2025-08-25,2825.86,2250.0,2288.22
2025-08-26,2877.83,2258.91,2297.38
2025-08-27,2859.65,2264.05,2300.9
2025-08-28,2989.66,2371.94,2415.2
2025-08-29,2881.16,2358.37,2387.34
2025-08-30,2891.51,2358.37,2387.34
2025-08-31,2878.5,2358.37,2387.34
2025-09-01,2897.79,2358.37,2387.34
2025-09-02,2945.16,2341.13,2367.39
2025-09-03,2967.5,2353.0,2385.96
2025-09-04,2981.59,2422.18,2457.45
2025-09-05,2983.51,2415.61,2460.99
2025-09-06,2971.56,2415.61,2460.99
2025-09-07,2997.61,2415.61,2460.99
2025-09-08,3020.83,2421.82,2472.96
2025-09-09,3007.75,2427.66,2479.94
2025-09-10,3117.61,2484.61,2530.73
2025-09-11,3165.35,2504.71,2545.42
2025-09-12,3204.87,2504.18,2556.62
2025-09-13,3201.87,2504.18,2556.62
2025-09-14,3184.31,2504.18,2556.62
2025-09-15,3172.43,2517.13,2578.44
2025-09-16,3230.12,2538.85,2601.27
2025-09-17,3228.79,2535.94,2596.09
2025-09-18,3247.01,2547.78,2619.43
2025-09-19,3197.81,2559.57,2637.11
2025-09-20,3199.61,2559.57,2637.11
2025-09-21,3187.07,2559.57,2637.11
2025-09-22,3148.8,2623.27,2707.05
2025-09-23,3129.33,2609.62,2689.14
2025-09-24,3161.25,2600.98,2679.73
2025-09-25,3028.85,2588.65,2668.23
2025-09-26,3060.84,2603.78,2679.15
2025-09-27,3058.82,2603.78,2679.15
2025-09-28,3123.94,2603.78,2679.15
2025-09-29,3217.69,2645.11,2718.14
2025-09-30,3203.64,2654.77,2725.55
2025-10-01,3335.75,2664.17,2738.58
2025-10-02,3403.32,2667.09,2749.79
2025-10-03,3443.43,2667.3,2738.26
2025-10-04,3444.19,2667.3,2738.26
2025-10-05,3471.44,2667.3,2738.26
2025-10-06,3550.1,2702.28,2784.71
2025-10-07,3440.22,2692.74,2770.1
2025-10-08,3493.42,2708.22,2801.73
2025-10-09,3433.52,2700.98,2798.35
2025-10-10,3173.7,2629.07,2701.59
2025-10-11,3110.89,2629.07,2701.59
2025-10-12,3239.92,2629.07,2701.59
2025-10-13,3262.62,2668.51,2758.69
2025-10-14,3194.0,2664.86,2740.46
2025-10-15,3147.63,2701.47,2784.72
2025-10-16,3071.57,2683.8,2774.45
2025-10-17,3024.01,2698.54,2792.6
2025-10-18,3045.19,2698.54,2792.6
2025-10-19,3085.8,2698.54,2792.6
2025-10-20,3143.13,2726.59,2827.65
2025-10-21,3088.6,2726.24,2826.91
2025-10-22,3076.5,2738.34,2825.53
2025-10-23,3140.89,2753.66,2849.2
2025-10-24,3173.32,2776.24,2879.51
2025-10-25,3188.33,2776.24,2879.51
2025-10-26,3267.47,2776.24,2879.51
2025-10-27,3276.95,2809.15,2930.6
2025-10-28,3229.18,2816.66,2953.1
2025-10-29,3182.29,2855.05,3003.59
2025-10-30,3114.72,2825.01,2957.83
2025-10-31,3164.55,2833.07,2972.05
2025-11-01,3178.06,2833.07,2972.05
2025-11-02,3193.38,2833.07,2972.05
2025-11-03,3051.5,2838.58,2986.22
2025-11-04,2885.83,2805.99,2925.82
2025-11-05,2993.59,2839.36,2969.79
2025-11-06,2911.42,2809.46,2914.67
2025-11-07,2985.2,2812.4,2905.51
2025-11-08,2957.33,2812.4,2905.51
2025-11-09,3024.86,2812.4,2905.51
2025-11-10,3090.18,2880.79,2994.69
2025-11-11,2995.43,2887.36,2986.74
2025-11-12,2961.14,2888.77,2984.39
2025-11-13,2879.44,2842.15,2923.68
2025-11-14,2742.72,2841.47,2925.93
2025-11-15,2774.2,2841.47,2925.93
2025-11-16,2737.21,2841.47,2925.93
2025-11-17,2694.67,2840.58,2926.53
2025-11-18,2734.86,2817.4,2891.03
2025-11-19,2673.0,2827.52,2908.22
2025-11-20,2535.91,2785.03,2839.64
2025-11-21,2484.31,2812.48,2860.89
2025-11-22,2474.11,2812.48,2860.89
2025-11-23,2527.25,2812.48,2860.89
2025-11-24,2597.38,2853.92,2933.77
2025-11-25,2617.71,2926.48,2998.05
2025-11-26,2708.87,2946.53,3024.45
2025-11-27,2725.63,2946.53,3024.45
2025-11-28,2719.08,2962.76,3048.95
2025-11-29,2714.93,2962.76,3048.95
2025-11-30,2703.89,2962.76,3048.95
2025-12-01,2560.75,2949.26,3038.74
2025-12-02,2720.01,2954.21,3062.44
2025-12-03,2802.29,2964.45,3069.9
2025-12-04,2766.04,2966.92,3067.05
2025-12-05,2678.48,2972.44,3079.51
2025-12-06,2676.67,2972.44,3079.51
2025-12-07,2704.06,2972.44,3079.51
2025-12-08,2728.25,2963.7,3073.63
2025-12-09,2842.96,2990.87,3106.96
2025-12-10,2830.07,3010.04,3119.64
2025-12-11,2818.29,3017.35,3109.59
2025-12-12,2738.29,2985.07,3050.34
2025-12-13,2741.18,2985.07,3050.34
2025-12-14,2687.57,2985.07,3050.34
2025-12-15,2618.43,2980.77,3035.09
2025-12-16,2655.46,2972.51,3041.08
2025-12-17,2590.33,2940.13,2984.91
2025-12-18,2567.81,2962.13,3028.0
2025-12-19,2668.69,2988.32,3067.33
2025-12-20,2674.24,2988.32,3067.33
2025-12-21,2681.86,2988.32,3067.33
2025-12-22,2701.34,3040.38,3110.93
2025-12-23,2671.68,3054.42,3125.43
2025-12-24,2670.94,3064.49,3134.53
2025-12-25,2658.82,3064.49,3134.53
2025-12-26,2686.56,3090.53,3160.08
2025-12-27,2699.92,3090.53,3160.08
2025-12-28,2700.72,3090.53,3160.08
